449;37;{10100100110101010011}
470;41;{11001101000000101110}
400;34;{10100100100101010011}
430;37;{01000101010001111100}
486;46;{10010101011011001010}
525;64;{00011011011011011111}
657;55;{10111101110100101111}
241;36;{00000010010000111010}
551;41;{10111001010101111100}
548;51;{11011001001010101111}
670;56;{11111101100100111110}
390;33;{11010001000000101110}
463;35;{11011001000001101010}
484;40;{11001101010000101010}
534;42;{11001101010001101010}
527;52;{11000111010001111010}
484;40;{11001101010000101010}
486;38;{11101100100101000011}
369;29;{10001101000000101100}
418;33;{11001100010001000110}
539;45;{10101101100100111010}
520;43;{11001101000001101110}
438;46;{01000101011011001010}
492;40;{11111001000100111001}
422;32;{11001001000001101010}
407;35;{10000101000001101110}
366;23;{10101000000101110100}
492;51;{10100110100101101011}
692;55;{11111101110100101110}
443;50;{10100110100101011010}
520;43;{11001101000001101110}
465;39;{10001101000001101110}
373;37;{00100100100101010111}
188;19;{00001000010000000110}
392;39;{10011101000000011010}
453;40;{11010101000000101110}
550;48;{01101101010101101010}
532;47;{10111101100100001110}
448;43;{11001111000000101100}
337;29;{10100001000100101010}
503;47;{10100100110101011110}
651;52;{11101101110100101110}
582;58;{10110111110101001011}
490;34;{11101000010101110101}
355;42;{01010101000000001111}
556;51;{11110101100100011110}
401;53;{00100110100101011011}
507;54;{10101111100100011010}
400;34;{10100100100101010011}
235;21;{01000000010001000110}
659;65;{10011111011011101110}
453;46;{01010111010001101001}
537;44;{11101101010101011000}
571;49;{11100101100100111110}
513;44;{11001100010001101110}
410;30;{10000101010001101100}
500;46;{01101101010100101010}
491;41;{11011001010001001110}
539;47;{11100101010100101110}
402;34;{01011001000001111001}
701;54;{11101101110101101110}
465;55;{00000111010001111111}
629;53;{11101101100100111110}
555;48;{01111001010101111010}
435;37;{11001101000000101010}
462;44;{10101110100101010010}
480;34;{11011101000001101000}
403;28;{11001001000001111000}
602;49;{11101101100100101110}
348;31;{00111001000100101001}
336;36;{10001010000001111001}
520;43;{11001101000001101110}
455;42;{11001100010000111010}
401;33;{11110001000101001001}
358;22;{10001100010001100001}
275;31;{01000000010001011101}
413;49;{00100101010100011111}
548;46;{10111101010100101010}
472;39;{11001100000001110111}
