329;50;{01001010001010011010}
572;46;{10110101100101111010}
296;30;{01110001000100011000}
572;46;{10110101100101111010}
415;36;{11100110000101110000}
480;46;{11001001011010001110}
445;42;{11001001011010001010}
323;29;{10001000001011010010}
422;43;{10000101001010101011}
557;54;{00110001011111111110}
551;57;{11101100001111001011}
534;50;{10011001011010111011}
377;38;{00110101100100001010}
478;46;{00111001010100101111}
523;50;{10001100011011101011}
430;51;{00100111100101001011}
442;48;{01100101000101001111}
566;60;{10011011011010101111}
436;45;{10010111010000101010}
372;35;{00011001010000111010}
611;53;{10111101000101111110}
685;70;{11011111001011101111}
427;45;{11001110010001011000}
362;45;{01001011010000001110}
418;42;{11000101000001011011}
721;75;{11111111011111001011}
610;62;{10011111001011101110}
308;26;{00001100000001100110}
414;41;{10100101000101001011}
609;65;{01011011011011101111}
677;57;{10101101101111101110}
385;52;{00101110000101011010}
545;44;{11100100110100110111}
233;14;{10001100000001000000}
561;60;{00110111110100101111}
632;55;{11010101011011101110}
478;48;{01010001001011101111}
517;38;{11101101000101101000}
503;48;{01001101001011101010}
595;59;{11110111100101011010}
685;54;{11111101100101111010}
306;34;{00001100010001011001}
531;50;{11011101010000011110}
407;44;{10000110011010110010}
543;53;{11001101011010001110}
515;54;{01010111010001111101}
335;22;{10000100010001100101}
439;34;{10100101000101101100}
522;63;{01010111001010111110}
370;22;{11000100010001100100}
475;34;{11001100010001110101}
424;44;{01011001011010001010}
383;28;{10001101010000101000}
245;30;{10000100000000001110}
521;57;{00001111011011101010}
457;47;{00001111010001111100}
610;49;{11011101010001101110}
525;60;{01001011011010111110}
433;30;{10001101010001101000}
394;32;{10001001000001111010}
377;37;{10000111000001111000}
651;62;{11011011011011101110}
789;65;{11111101110101111111}
781;64;{11101101111111101110}
822;67;{11111101111111101110}
849;71;{11111101111111111110}
409;52;{00000100011011011111}
561;60;{01100110111111010110}
640;57;{11011101011010101110}
520;41;{10011101010001101010}
449;49;{00010001011010111111}
690;59;{11011101011011101110}
579;46;{11101101000101111100}
418;48;{00011101001010001110}
397;47;{10010011011010001010}
409;34;{01110001010100101100}
395;37;{10001110000001110101}
692;55;{11111101110100101110}
447;36;{00011101010001101100}
639;63;{01111101111110001011}
508;55;{01011111000001101011}
707;53;{11111101110101101010}
345;37;{10001110010001001000}
611;66;{11101110100101011111}
474;40;{00011101010001111100}
396;35;{11001110010001000100}
365;31;{10001100001010100010}
716;67;{11100101011111111111}
335;43;{01100110000100101001}
263;35;{01000010000000110111}
621;56;{10001101011011111110}
569;48;{11010001011011101110}
592;62;{11010111001011101011}
773;64;{11111101101111101110}
616;48;{11101101110100101010}
822;67;{11111101111111101110}
547;53;{10010101011010101111}
849;71;{11111101111111111110}
524;48;{01001001011011101110}
613;62;{11010011011011101111}
614;55;{11111101100100011110}
476;48;{01011001010001011111}
439;30;{11001100010001100010}
690;59;{11011101011011101110}
555;45;{10011101010001101110}
256;26;{01001110000000100000}
433;30;{10001101010001101000}
430;35;{10001101000001101010}
390;27;{11001100000001100010}
509;37;{10011101010001101100}
529;37;{11011101010001101000}
232;15;{10001100010000000000}
501;43;{10101100010101101010}
413;42;{00101001001110101010}
414;54;{01000100011010011111}
384;27;{10001101000001101000}
787;63;{11111101111111101010}
384;27;{10001101000001101000}
319;40;{01010011010000001101}
704;57;{11110101110101101111}
374;42;{10100110100100010011}
658;61;{11110111110100101110}
846;77;{11111111111111101110}
559;55;{00101001011111111011}
852;82;{11101111111111111111}
426;46;{11010001001010011011}
344;25;{10001100010001010100}
495;51;{11011111000001011001}
822;67;{11111101111111101110}
383;40;{11000110010000101100}
396;35;{01001101010000101001}
506;42;{10011101000001101110}
497;51;{01011111000001101101}
635;72;{01110111001111111011}
649;62;{10110111101111101010}
513;53;{10011001011010011111}
454;50;{00110111000101111001}
427;40;{10000100010001111110}
506;58;{00110111100101001111}
454;36;{00111001010101111000}
118;2;{10000000000000100000}
