505;54;{01011011001011101010}
326;38;{11000111000000011000}
450;51;{11100100001110011010}
501;41;{00101100110101110011}
496;47;{00100101110100101111}
483;43;{01100100110100110111}
604;56;{10110111100101101110}
396;35;{11001100010001001001}
157;13;{10000001000000001000}
517;44;{11011011010001111000}
505;46;{11011101010000011101}
601;65;{11001111001010111110}
329;33;{10011011010000001000}
547;62;{00111011011110101011}
432;41;{10011011000001101010}
340;37;{11010111000000001000}
554;48;{11111001010101001011}
481;41;{10100101100100111010}
421;36;{10011101000000101010}
574;49;{10101101100100111110}
409;31;{10011001000001111001}
474;34;{11001100010001100110}
575;42;{11100100110101110110}
728;58;{11101101110101111110}
764;71;{11111101101111011111}
719;59;{11111101110100111110}
396;48;{00100011000101111011}
590;58;{01010101011011101111}
299;38;{00001001001010001011}
436;37;{10011001010001001110}
532;47;{10101101110100011010}
425;39;{10100100100100111010}
194;24;{00001010000001010100}
361;24;{10011001010000101000}
593;55;{01111101100100111011}
275;24;{11000010010001000100}
457;49;{11011011010000011010}
657;51;{11111101110100101010}
416;32;{11001100010000110010}
455;36;{10100100110100110011}
209;15;{10000100010000000100}
493;36;{10101100110100110010}
379;40;{00011011000001101101}
588;48;{10101101110100111010}
218;33;{00100010000101011000}
528;40;{10101100110100110110}
314;39;{10001010000001001110}
462;33;{10101100010101100010}
603;46;{10111101100101101010}
523;54;{01111001001111001011}
418;32;{11101100000100100010}
346;25;{10101100000101000100}
404;48;{00101000001110111011}
176;6;{10001000000000100000}
179;15;{00000000000001110010}
728;58;{11101101110101111110}
367;46;{10001010000000111111}
551;66;{00100111111110011110}
672;57;{11101101110101011110}
524;59;{11011111001010001010}
302;44;{00010011010000011011}
701;54;{11101101110101101110}
450;49;{01101110010101010010}
548;48;{11101101000100101110}
499;35;{11100100100101100110}
595;59;{11100111100100111110}
264;21;{00000100010001100010}
551;38;{10101100110101100110}
393;51;{01001010001010101110}
557;39;{11101100100101100110}
288;39;{00001110000001010011}
376;49;{01000011001010101011}
512;41;{10101101100100101010}
456;49;{10010011000001111111}
369;38;{10000011000001111101}
548;40;{11101100110100110010}
623;52;{10101101110100111110}
143;21;{00000000010000001101}
567;45;{11101101100100101010}
331;27;{01010001010000101100}
370;42;{11001100000000011011}
591;59;{01100001011111111111}
513;53;{11000111000001111110}
417;29;{10101100100100100010}
668;61;{11101111100101111010}
391;34;{10101100010100000110}
249;23;{10100100000100000010}
312;22;{11001000000000100110}
399;29;{11001100010001010100}
795;70;{11111101011111111110}
787;67;{10111101111111101111}
764;76;{10111111011111111110}
644;72;{00011111011011111111}
408;46;{00010001011011011011}
701;54;{11101101110101101110}
466;34;{11001100010001110010}
579;47;{10110101110100101110}
450;43;{10101001010100011110}
495;38;{11101100000101110010}
381;33;{01000100010001110110}
633;46;{11101100110101110110}
516;47;{11100110110101000110}
467;52;{00111011010100101011}
658;54;{10101101110101111011}
584;62;{01011111010001111011}
447;40;{01100101100100101010}
468;42;{10100101100101001011}
380;42;{01101010010101000011}
364;33;{10000000010001111110}
415;45;{01101110000100100110}
380;33;{10001101000000101010}
556;53;{10101100101110101011}
384;27;{10001101000001101000}
417;29;{10101100100100100010}
620;50;{11110101100101101011}
764;76;{10111111011111111110}
639;59;{10100101111111011110}
740;66;{10111101011111111110}
677;59;{10111001011111111110}
616;52;{10111101110101001011}
653;63;{10110101001111111111}
752;67;{11111001011111111111}
559;51;{10111101100100011110}
651;52;{11101101110100101110}
485;55;{01101110101110010010}
378;42;{11001100000000001111}
418;32;{11101100000100100010}
488;48;{01100100100101111011}
417;29;{10101100100100100010}
372;36;{00100100011110100010}
404;31;{00101100110100100010}
515;50;{00111101010101001110}
468;51;{00111011000101101011}
602;71;{01100111011111011110}
424;49;{10011111000000001110}
558;58;{10111011010101001111}
508;56;{11101110000100111010}
338;30;{10001000000001111010}
537;58;{10010111001011101011}
421;43;{00011101000000111110}
597;69;{00101111001111111011}
687;65;{11101101111110011011}
426;49;{10101111000100001010}
588;53;{00111101100101111011}
532;57;{10011011011011011010}
254;29;{00001010000001100011}
760;70;{10111101011111111111}
215;37;{00000110000000010111}
515;45;{01111001000101111101}
558;57;{10111111000100101110}
814;71;{10111101111111111111}
617;47;{11101101100101101010}
477;54;{10001110011010101010}
427;38;{11110001010100011001}
530;42;{11101100000101110110}
701;54;{11101101110101101110}
434;38;{11001001000000111110}
366;32;{01101100000101010100}
731;62;{11101101111110101110}
454;47;{01110011000101101101}
469;46;{10011111010001011000}
383;40;{11000101000000011110}
319;35;{01000000001010110111}
648;60;{10111001001111111111}
399;36;{01100100100100110011}
472;33;{11101100100100100010}
388;32;{10101100100100010010}
312;25;{10001100000000110010}
400;36;{10100101000100101010}
443;42;{00111001010100101011}
819;80;{11111111011111111110}
510;48;{10111011000101101010}
354;40;{10100010010100101010}
324;26;{00101000000101110101}
393;42;{00100110010101110010}
773;68;{10101101111111111111}
428;35;{01100100110100110010}
675;64;{10111101011110111011}
666;65;{10111011011111111010}
725;66;{10111101011111111011}
573;65;{01000111011011101111}
428;35;{10011001000001101011}
494;35;{10101100100101110010}
728;58;{11101101110101111110}
399;26;{10101000010101100010}
701;54;{11101101110101101110}
506;52;{00110111110100101010}
306;37;{10100010010100010011}
587;52;{10101110110101110011}
417;29;{10101100100100100010}
497;39;{10101100101110100010}
461;46;{01101110100100110010}
602;66;{01011111011010101110}
451;43;{01101101000100101010}
328;32;{00101010000101110100}
326;37;{01000011000001101010}
285;34;{01000010010000100111}
437;33;{10101100100100100011}
452;33;{10101100100100100110}
290;26;{00100100110100000010}
710;68;{10111101011110111111}
434;54;{00000111001011101011}
594;62;{10110011001111111110}
733;66;{10111101011111101111}
650;71;{10110111011111011110}
668;63;{10101100101111111111}
545;52;{10111011000101101110}
522;53;{01100100110100111111}
745;64;{10111101101111111110}
849;71;{11111101111111111110}
409;43;{00110101000101011101}
505;50;{10010101001010111110}
413;46;{00100110010101110011}
286;35;{01000010010001010110}
414;40;{10100100000101101011}
434;40;{01100100100100110111}
607;54;{11101110110100110110}
571;38;{11101100110101100010}
511;52;{01111011010100101101}
728;58;{11101101110101111110}
266;35;{00000110010000101100}
515;50;{11111011000100101010}
653;50;{11101100110101110111}
239;13;{10001100000000100000}
565;63;{11011011011010001111}
373;39;{00100101000100101110}
239;13;{10001100000000100000}
622;52;{11101110110101110010}
338;43;{11000010000001011110}
649;61;{00111101111111001110}
472;33;{11101100100100100010}
355;26;{10100100000101100010}
723;73;{10101111011111111110}
384;37;{10010101000001011010}
559;67;{01100010011111111111}
764;76;{10111111011111111110}
675;67;{01111111100101101111}
268;46;{00000110010000011011}
548;54;{10010101011011011110}
417;29;{10101100100100100010}
547;50;{00101101100101111011}
507;51;{10000101011011011110}
405;28;{11001100010000110100}
229;27;{00101000000100010011}
532;59;{01110111110100011010}
666;50;{11101101110101101010}
645;53;{11101101110101001110}
582;61;{11101110100100111011}
455;43;{00100100110101101011}
547;49;{11010001001011111110}
614;55;{11111011010101101010}
373;43;{01001100000001011110}
204;16;{00100000010101010000}
709;72;{11110111101110101111}
428;43;{01100101000100101110}
324;32;{10001101000000001010}
610;71;{11101110001111001111}
265;30;{00101100000100000011}
273;20;{11001100000000000100}
531;63;{00011011011010111111}
399;39;{11101010000100100011}
379;28;{10101100000100110100}
278;27;{00100100000100100110}
377;48;{01001110010000010111}
814;71;{10111101111111111111}
795;70;{11111101011111111110}
703;69;{11101110011111110111}
709;67;{10111101101111011111}
367;37;{00010001011010101010}
480;50;{10011111000000101110}
349;39;{00001010001011100110}
557;67;{01110011001110111111}
391;34;{10000100011010100110}
728;58;{11101101110101111110}
652;51;{11101101100101101110}
633;46;{11101100110101110110}
353;22;{10010001010001101000}
634;59;{11011111010001101110}
522;50;{01100100111111010011}
220;34;{01000011000000001010}
701;54;{11101101110101101110}
461;37;{11100100100100110011}
577;59;{10011101001011011111}
668;60;{11011101001011111110}
405;36;{10110001000100111010}
691;63;{10111101001111111110}
650;60;{10101101001111111110}
440;44;{10100100011110010110}
661;65;{10111101001110111111}
650;60;{10101101001111111110}
304;41;{11001010000000001011}
761;76;{11110111011111111110}
417;29;{10101100100100100010}
650;71;{00111111101110101111}
420;35;{11001100001010100010}
433;36;{10100100101111000010}
538;69;{00011111011010011111}
702;66;{10110101011111111111}
751;67;{11111111110101101011}
686;74;{00101111101111111111}
313;32;{11000000000000101111}
764;76;{10111111011111111110}
760;70;{10111101011111111111}
345;29;{11000110000001100100}
764;76;{10111111011111111110}
529;47;{11100101110100011010}
299;20;{10001000000001110010}
499;43;{10101100110101001010}
701;54;{11101101110101101110}
423;34;{10100000010101110111}
408;34;{10100100100101000111}
584;43;{11101100100101110110}
530;58;{00111001001111011111}
345;36;{00001000010001111011}
530;62;{11000111001011001111}
636;72;{00101111101110111111}
746;67;{11111101001111111110}
615;68;{10101111101110001111}
523;60;{00111111000100111110}
650;60;{10101101001111111110}
773;64;{11111101101111101110}
420;41;{10100100010100111010}
363;28;{10101100000100100010}
