377;31;{10010001000001111010}
460;50;{00001000011011111111}
443;33;{10010101010001111000}
353;31;{11001100000000101001}
418;33;{11001100010001000110}
338;38;{00010001001010101011}
426;46;{11010001001010011011}
636;66;{01100111101111101110}
653;61;{10111111110100111010}
632;53;{11101101010101101011}
271;39;{00001110001010000010}
384;37;{10010101000001011010}
681;63;{11100101011111111011}
279;24;{10101000000100000110}
403;48;{00100001011110001111}
279;24;{10101000000100000110}
467;43;{10010111010001111000}
610;59;{11001011011011101110}
417;37;{00110101010100101100}
394;33;{10001011010001101000}
534;42;{11001101010001101010}
612;49;{11101101010101101010}
347;42;{10001010000000111110}
420;43;{10011101000000001111}
573;52;{11101011010101101010}
463;51;{00100101010101011111}
651;63;{10110101101111011111}
438;37;{11100101000101001100}
574;51;{01101101110100101011}
493;59;{01011111010000011110}
361;24;{10011001010000101000}
223;32;{10000110000000001100}
483;56;{11001111001010001010}
289;20;{11000000000001100011}
540;48;{11101101000100111010}
427;35;{11000101000001101010}
522;43;{11101100010100100111}
591;42;{11101100110101100011}
446;62;{00110011001110011111}
313;36;{10000010010001010111}
436;51;{10000111010001011011}
517;37;{11101100010101100010}
466;30;{11011001010001101000}
782;76;{11101111111110111110}
452;49;{11001111010000001010}
214;33;{00000011010000001010}
303;34;{10101000000100001011}
249;23;{11001000000000001100}
318;34;{10101000000100001110}
363;42;{00011011010001001010}
433;30;{10001101010001101000}
433;30;{10001101010001101000}
636;62;{11110111100100111110}
469;50;{11010111000000111010}
508;48;{11010101010001011011}
328;45;{00001010010001011110}
665;58;{11111101010100111110}
610;49;{11011101010001101110}
742;57;{11111101110101101110}
467;36;{11101000010101101001}
442;30;{11101100000101100001}
231;22;{01100100000100000100}
511;49;{11101010000101110111}
287;25;{10000010010001100010}
488;55;{00011111000001101111}
578;56;{11001111010001101011}
317;25;{10000001010000101101}
639;53;{11101101010101111010}
338;29;{10010101000001011000}
510;48;{11110101000101001011}
560;60;{01111111010101011001}
630;54;{01111101110100101110}
518;56;{01100100101110111011}
561;46;{11011101000001101110}
692;55;{11111101110100101110}
560;47;{11011101010000101110}
418;50;{10010011001011001011}
579;51;{11111101100100011010}
375;25;{11001001010000101000}
386;37;{10100000000101101111}
418;46;{11001010010001001110}
607;62;{11000111011011111010}
416;28;{11011001010000101000}
395;52;{10010011001010011011}
