0.920493 0.788235
0.950728 0.835294
0.973124 0.882353
0.861142 0.717647
0.977604 0.952941
0.0694289 0.0117647
0.791713 0.623529
0.62262 0.482353
0.609183 0.435294
0.830907 0.670588
0.835386 0.705882
0.18701 0.0588235
0.881299 0.741176
0.729003 0.564706
1 1
0.736842 0.588235
0.674132 0.529412
0.708847 0.541176
0.425532 0.258824
0.526316 0.352941
0.496081 0.305882
0.566629 0.388235
0.768197 0.611765
0.669653 0.494118
0.408735 0.223529
0.574468 0.4
0.614782 0.470588
0.243001 0.0823529
0.132139 0.0235294
0.197088 0.0705882
0.31467 0.141176
0.307951 0.129412
0.323628 0.176471
0.25308 0.0941176
0.369541 0.211765
