0.830907 0.670588
0.950728 0.835294
1 1
0.920493 0.788235
0.530795 0.388235
0.973124 0.882353
0.977604 0.952941
0.521837 0.352941
0.684211 0.541176
0.592385 0.435294
0.881299 0.741176
0.883539 0.764706
0.745801 0.588235
0.25308 0.0941176
0.791713 0.623529
0.06271 0.0117647
0.690929 0.552941
0.861142 0.717647
0.378499 0.211765
0.243001 0.0823529
0.522956 0.364706
0.391937 0.223529
0.197088 0.0705882
0.577828 0.4
0.661814 0.529412
0.132139 0.0235294
0.44009 0.258824
0.730123 0.576471
0.631579 0.482353
0.369541 0.176471
0.835386 0.705882
0.31355 0.164706
0.307951 0.129412
0.479283 0.305882
0.482643 0.341176
