0.911534 0.788235
0.318029 0.235294
0.359462 0.247059
0.977604 0.952941
0.933931 0.835294
0.791713 0.623529
0.43561 0.282353
0.404255 0.270588
0.881299 0.741176
0.574468 0.411765
0.367301 0.258824
0.973124 0.882353
0.783875 0.611765
1 1
0.283315 0.2
0.694289 0.494118
0.254199 0.164706
0.493841 0.352941
0.581187 0.423529
0.640538 0.447059
0.829787 0.647059
0.675252 0.482353
0.740202 0.529412
0.567749 0.4
0.836506 0.705882
0.460246 0.294118
0.844345 0.717647
0.613662 0.435294
0.537514 0.364706
0.764838 0.6
0.316909 0.223529
0.74692 0.588235
0.744681 0.576471
0.484882 0.341176
0.834267 0.694118
