0.584546 0.411765
0.759239 0.611765
0.950728 0.835294
0.835386 0.705882
0.745801 0.588235
0.219485 0.105882
0.791713 0.623529
0.881299 0.741176
0.920493 0.788235
0.346025 0.2
0.830907 0.670588
0.527436 0.341176
0.132139 0.0235294
0.708847 0.541176
0.320269 0.176471
0.639418 0.447059
0.678611 0.494118
0.729003 0.564706
0.0694289 0.0117647
0.31355 0.152941
0.730123 0.576471
0.410974 0.270588
0.577828 0.4
0.977604 0.952941
0.472564 0.305882
0.566629 0.388235
0.349384 0.223529
0.391937 0.258824
0.883539 0.764706
0.197088 0.0705882
0.973124 0.882353
0.382979 0.247059
0.258679 0.129412
0.861142 0.717647
0.366181 0.235294
0.218365 0.0941176
0.18701 0.0588235
0.421053 0.282353
