0.730123 0.576471
0.617021 0.447059
0.62262 0.470588
0.577828 0.4
0.347144 0.176471
0.791713 0.623529
0.830907 0.670588
0.718925 0.564706
0.745801 0.588235
0.43449 0.258824
0.881299 0.741176
0.708847 0.541176
0.307951 0.129412
0.197088 0.0705882
0.586786 0.435294
0.132139 0.0235294
0.465845 0.294118
0.74916 0.611765
0.505039 0.341176
0.861142 0.717647
0.18813 0.0470588
0.883539 0.764706
0.25308 0.0941176
0.678611 0.494118
0.920493 0.788235
0.258679 0.117647
0.950728 0.835294
0.0694289 0.0117647
0.31355 0.152941
0.395297 0.211765
0.243001 0.0823529
0.648376 0.482353
0.402016 0.223529
0.441209 0.270588
0.479283 0.305882
0.566629 0.388235
0.973124 0.882353
0.526316 0.352941
