0.745801 0.588235
0.920493 0.788235
0.134378 0.0588235
0.577828 0.4
0.197088 0.0705882
0.678611 0.494118
0.631579 0.482353
0.768197 0.611765
0.62374 0.458824
0.522956 0.364706
0.950728 0.835294
0.25196 0.105882
0.798432 0.658824
0.584546 0.411765
0.608063 0.447059
0.883539 0.764706
0.708847 0.541176
0.881299 0.741176
0.835386 0.705882
0.472564 0.305882
0.830907 0.670588
0.791713 0.623529
1 1
0.977604 0.952941
0.861142 0.717647
0.50168 0.352941
0.395297 0.211765
0.456887 0.258824
0.496081 0.341176
0.307951 0.129412
0.596865 0.435294
0.338186 0.176471
0.973124 0.882353
0.218365 0.0941176
0.730123 0.576471
0.557671 0.388235
0.408735 0.223529
