0.835386 0.705882
0.479283 0.305882
0.378499 0.211765
0.920493 0.788235
0.505039 0.341176
0.243001 0.0823529
0.950728 0.835294
0.798432 0.658824
0.708847 0.541176
0.678611 0.494118
0.768197 0.611765
0.25308 0.0941176
0.307951 0.129412
0.18813 0.0470588
0.369541 0.176471
0.44009 0.258824
0.577828 0.4
0.31467 0.141176
0.614782 0.458824
0.745801 0.588235
0.729003 0.564706
0.583427 0.423529
0.62262 0.470588
0.883539 0.764706
0.977604 0.952941
0.830907 0.670588
1 1
0.861142 0.717647
0.973124 0.882353
0.791713 0.623529
0.881299 0.741176
0.639418 0.482353
0.132139 0.0235294
0.197088 0.0705882
0.515118 0.364706
0.566629 0.388235
0.385218 0.223529
