0.0694289 0.0117647
0.769317 0.623529
0.31467 0.141176
0 0
0.197088 0.0705882
0.132139 0.0235294
0.512878 0.352941
0.25308 0.0941176
0.243001 0.0823529
0.519597 0.364706
0.639418 0.447059
0.584546 0.411765
0.678611 0.494118
0.784994 0.635294
0.708847 0.541176
0.81523 0.682353
0.528555 0.388235
0.475924 0.317647
0.745801 0.588235
0.378499 0.211765
0.347144 0.176471
0.307951 0.129412
0.18813 0.0470588
0.456887 0.258824
0.505039 0.341176
0.408735 0.223529
0.730123 0.576471
0.577828 0.4
0.521837 0.376471
0.861142 0.717647
0.87458 0.752941
0.759239 0.611765
0.464726 0.305882
