0.163494 0.0941176
0.2486 0.105882
0.496081 0.305882
0.441209 0.270588
0.830907 0.670588
0.920493 0.788235
0.745801 0.588235
0.791713 0.623529
0.835386 0.705882
0.881299 0.741176
0.730123 0.576471
0.729003 0.564706
0.768197 0.611765
0.639418 0.447059
0.973124 0.882353
0.584546 0.411765
0.678611 0.494118
0.566629 0.388235
0.1243 0.0470588
0.400896 0.235294
0.577828 0.4
0.339306 0.188235
0.679731 0.517647
0.31355 0.152941
0.950728 0.835294
0.330347 0.164706
0.526316 0.352941
0.292273 0.141176
0.362822 0.223529
0.258679 0.129412
0.853303 0.717647
0.465845 0.294118
0.701008 0.541176
0.43449 0.258824
