0.861142 0.717647
0.643897 0.529412
0.745801 0.588235
0.881299 0.741176
0.197088 0.0705882
0.791713 0.623529
0.830907 0.670588
0 0
0.0694289 0.0117647
0.920493 0.788235
0.633819 0.482353
0.684211 0.541176
0.730123 0.576471
0.950728 0.835294
0.132139 0.0235294
0.609183 0.435294
0.709966 0.564706
0.527436 0.341176
0.479283 0.305882
0.56327 0.4
0.243001 0.0823529
0.530795 0.388235
0.973124 0.882353
0.977604 0.952941
0.378499 0.211765
0.307951 0.129412
0.584546 0.411765
0.44009 0.258824
0.25308 0.0941176
0.347144 0.176471
0.18813 0.0470588
0.31467 0.141176
0.399776 0.223529
